Wavelength	Intensity
1.008000000000E+3	4.566666666667E+0
1.008046920821E+3	4.000000000000E+0
1.008093841642E+3	4.466666666667E+0
1.008140762463E+3	6.866666666667E+0
1.008187683284E+3	5.933333333333E+0
1.008234604106E+3	4.066666666667E+0
1.008281524927E+3	4.533333333333E+0
1.008328445748E+3	4.466666666667E+0
1.008375366569E+3	4.200000000000E+0
1.008422287390E+3	5.200000000000E+0
1.008469208211E+3	4.600000000000E+0
1.008516129032E+3	7.366666666667E+0
1.008563049853E+3	6.000000000000E+0
1.008609970674E+3	6.266666666667E+0
1.008656891496E+3	5.666666666667E+0
1.008703812317E+3	5.933333333333E+0
1.008750733138E+3	7.000000000000E+0
1.008797653959E+3	6.766666666667E+0
1.008844574780E+3	6.600000000000E+0
1.008891495601E+3	9.166666666667E+0
1.008938416422E+3	8.300000000000E+0
1.008985337243E+3	9.166666666667E+0
1.009032258065E+3	9.733333333333E+0
1.009079178886E+3	8.366666666667E+0
1.009126099707E+3	9.566666666667E+0
1.009173020528E+3	1.090000000000E+1
1.009219941349E+3	8.066666666667E+0
1.009266862170E+3	1.413333333333E+1
1.009313782991E+3	1.296666666667E+1
1.009360703812E+3	1.326666666667E+1
1.009407624633E+3	1.236666666667E+1
1.009454545455E+3	1.406666666667E+1
1.009501466276E+3	1.663333333333E+1
1.009548387097E+3	1.656666666667E+1
1.009595307918E+3	1.736666666667E+1
1.009642228739E+3	2.136666666667E+1
1.009689149560E+3	2.040000000000E+1
1.009736070381E+3	2.206666666667E+1
1.009782991202E+3	2.503333333333E+1
1.009829912023E+3	2.693333333333E+1
1.009876832845E+3	2.880000000000E+1
1.009923753666E+3	3.123333333333E+1
1.009970674487E+3	3.253333333333E+1
1.010017595308E+3	4.176666666667E+1
1.010064516129E+3	4.153333333333E+1
1.010111436950E+3	4.630000000000E+1
1.010158357771E+3	4.920000000000E+1
1.010205278592E+3	5.366666666667E+1
1.010252199413E+3	5.850000000000E+1
1.010299120235E+3	6.243333333333E+1
1.010346041056E+3	6.906666666667E+1
1.010392961877E+3	8.093333333333E+1
1.010439882698E+3	8.726666666667E+1
1.010486803519E+3	9.666666666667E+1
1.010533724340E+3	1.036000000000E+2
1.010580645161E+3	1.139333333333E+2
1.010627565982E+3	1.215000000000E+2
1.010674486804E+3	1.323000000000E+2
1.010721407625E+3	1.413333333333E+2
1.010768328446E+3	1.644666666667E+2
1.010815249267E+3	1.749333333333E+2
1.010862170088E+3	1.859333333333E+2
1.010909090909E+3	1.980333333333E+2
1.010956011730E+3	2.086000000000E+2
1.011002932551E+3	2.212000000000E+2
1.011049853372E+3	2.330000000000E+2
1.011096774194E+3	2.450666666667E+2
1.011143695015E+3	2.714333333333E+2
1.011190615836E+3	2.827000000000E+2
1.011237536657E+3	2.976666666667E+2
1.011284457478E+3	3.108000000000E+2
1.011331378299E+3	3.254333333333E+2
1.011378299120E+3	3.374333333333E+2
1.011425219941E+3	3.495000000000E+2
1.011472140762E+3	3.616666666667E+2
1.011519061584E+3	3.846333333333E+2
1.011565982405E+3	3.970000000000E+2
1.011612903226E+3	4.066000000000E+2
1.011659824047E+3	4.169333333333E+2
1.011706744868E+3	4.250666666667E+2
1.011753665689E+3	4.354000000000E+2
1.011800586510E+3	4.435333333333E+2
1.011847507331E+3	4.638333333333E+2
1.011894428152E+3	4.738666666667E+2
1.011941348974E+3	4.855333333333E+2
1.011988269795E+3	4.957333333333E+2
1.012035190616E+3	5.053666666667E+2
1.012082111437E+3	5.142333333333E+2
1.012129032258E+3	5.206000000000E+2
1.012175953079E+3	5.263333333333E+2
1.012222873900E+3	5.367333333333E+2
1.012269794721E+3	5.424666666667E+2
1.012316715543E+3	5.479666666667E+2
1.012363636364E+3	5.554333333333E+2
1.012410557185E+3	5.637000000000E+2
1.012457478006E+3	5.721666666667E+2
1.012504398827E+3	5.811666666667E+2
1.012551319648E+3	5.895000000000E+2
1.012598240469E+3	6.050333333333E+2
1.012645161290E+3	6.098333333333E+2
1.012692082111E+3	6.148000000000E+2
1.012739002933E+3	6.193333333333E+2
1.012785923754E+3	6.216333333333E+2
1.012832844575E+3	6.241000000000E+2
1.012879765396E+3	6.252666666667E+2
1.012926686217E+3	6.256666666667E+2
1.012973607038E+3	6.332000000000E+2
1.013020527859E+3	6.369666666667E+2
1.013067448680E+3	6.422666666667E+2
1.013114369501E+3	6.501333333333E+2
1.013161290323E+3	6.563666666667E+2
1.013208211144E+3	6.610333333333E+2
1.013255131965E+3	6.663666666667E+2
1.013302052786E+3	6.709666666667E+2
1.013348973607E+3	6.746333333333E+2
1.013395894428E+3	6.761333333333E+2
1.013442815249E+3	6.772666666667E+2
1.013489736070E+3	6.791000000000E+2
1.013536656891E+3	6.789666666667E+2
1.013583577713E+3	6.816333333333E+2
1.013630498534E+3	6.820666666667E+2
1.013677419355E+3	6.824333333333E+2
1.013724340176E+3	6.859333333333E+2
1.013771260997E+3	6.857000000000E+2
1.013818181818E+3	6.870666666667E+2
1.013865102639E+3	6.901666666667E+2
1.013912023460E+3	6.937333333333E+2
1.013958944282E+3	6.946000000000E+2
1.014005865103E+3	6.971666666667E+2
1.014052785924E+3	7.009333333333E+2
1.014099706745E+3	6.971666666667E+2
1.014146627566E+3	6.957333333333E+2
1.014193548387E+3	6.958666666667E+2
1.014240469208E+3	6.951666666667E+2
1.014287390029E+3	6.935666666667E+2
1.014334310850E+3	6.926333333333E+2
1.014381231672E+3	6.919333333333E+2
1.014428152493E+3	6.939000000000E+2
1.014475073314E+3	6.926333333333E+2
1.014521994135E+3	6.924333333333E+2
1.014568914956E+3	6.918333333333E+2
1.014615835777E+3	6.931333333333E+2
1.014662756598E+3	6.951333333333E+2
1.014709677419E+3	6.951000000000E+2
1.014756598240E+3	6.932666666667E+2
1.014803519062E+3	6.909666666667E+2
1.014850439883E+3	6.808666666667E+2
1.014897360704E+3	6.750666666667E+2
1.014944281525E+3	6.739333333333E+2
1.014991202346E+3	6.712666666667E+2
1.015038123167E+3	6.703333333333E+2
1.015085043988E+3	6.712666666667E+2
1.015131964809E+3	6.719333333333E+2
1.015178885630E+3	6.747000000000E+2
1.015225806452E+3	6.707333333333E+2
1.015272727273E+3	6.703000000000E+2
1.015319648094E+3	6.655333333333E+2
1.015366568915E+3	6.643000000000E+2
1.015413489736E+3	6.615000000000E+2
1.015460410557E+3	6.583666666667E+2
1.015507331378E+3	6.563666666667E+2
1.015554252199E+3	6.473666666667E+2
1.015601173021E+3	6.446333333333E+2
1.015648093842E+3	6.412666666667E+2
1.015695014663E+3	6.384000000000E+2
1.015741935484E+3	6.358666666667E+2
1.015788856305E+3	6.349666666667E+2
1.015835777126E+3	6.342333333333E+2
1.015882697947E+3	6.337666666667E+2
1.015929618768E+3	6.284000000000E+2
1.015976539589E+3	6.233000000000E+2
1.016023460411E+3	6.203333333333E+2
1.016070381232E+3	6.164000000000E+2
1.016117302053E+3	6.113000000000E+2
1.016164222874E+3	6.088333333333E+2
1.016211143695E+3	6.070666666667E+2
1.016258064516E+3	6.069666666667E+2
1.016304985337E+3	5.992000000000E+2
1.016351906158E+3	5.970666666667E+2
1.016398826979E+3	5.934333333333E+2
1.016445747801E+3	5.924333333333E+2
1.016492668622E+3	5.879666666667E+2
1.016539589443E+3	5.861333333333E+2
1.016586510264E+3	5.857000000000E+2
1.016633431085E+3	5.785000000000E+2
1.016680351906E+3	5.761333333333E+2
1.016727272727E+3	5.714666666667E+2
1.016774193548E+3	5.670000000000E+2
1.016821114370E+3	5.623333333333E+2
1.016868035191E+3	5.576333333333E+2
1.016914956012E+3	5.534333333333E+2
1.016961876833E+3	5.531333333333E+2
1.017008797654E+3	5.468000000000E+2
1.017055718475E+3	5.442000000000E+2
1.017102639296E+3	5.447666666667E+2
1.017149560117E+3	5.422666666667E+2
1.017196480938E+3	5.413333333333E+2
1.017243401760E+3	5.393333333333E+2
1.017290322581E+3	5.365666666667E+2
1.017337243402E+3	5.368666666667E+2
1.017384164223E+3	5.282000000000E+2
1.017431085044E+3	5.249666666667E+2
1.017478005865E+3	5.195666666667E+2
1.017524926686E+3	5.144333333333E+2
1.017571847507E+3	5.095333333333E+2
1.017618768328E+3	5.061333333333E+2
1.017665689150E+3	5.039000000000E+2
1.017712609971E+3	4.989000000000E+2
1.017759530792E+3	4.976666666667E+2
1.017806451613E+3	4.974000000000E+2
1.017853372434E+3	4.969666666667E+2
1.017900293255E+3	4.959333333333E+2
1.017947214076E+3	4.937333333333E+2
1.017994134897E+3	4.916000000000E+2
1.018041055718E+3	4.896333333333E+2
1.018087976540E+3	4.830333333333E+2
1.018134897361E+3	4.793000000000E+2
1.018181818182E+3	4.769000000000E+2
1.018228739003E+3	4.728666666667E+2
1.018275659824E+3	4.717666666667E+2
1.018322580645E+3	4.661333333333E+2
1.018369501466E+3	4.670000000000E+2
1.018416422287E+3	4.611000000000E+2
1.018463343109E+3	4.582333333333E+2
1.018510263930E+3	4.572333333333E+2
1.018557184751E+3	4.564666666667E+2
1.018604105572E+3	4.545333333333E+2
1.018651026393E+3	4.523333333333E+2
1.018697947214E+3	4.499333333333E+2
1.018744868035E+3	4.494666666667E+2
1.018791788856E+3	4.428000000000E+2
1.018838709677E+3	4.407000000000E+2
1.018885630499E+3	4.386333333333E+2
1.018932551320E+3	4.377000000000E+2
1.018979472141E+3	4.348000000000E+2
1.019026392962E+3	4.351333333333E+2
1.019073313783E+3	4.317666666667E+2
1.019120234604E+3	4.309666666667E+2
1.019167155425E+3	4.255000000000E+2
1.019214076246E+3	4.255666666667E+2
1.019260997067E+3	4.224333333333E+2
1.019307917889E+3	4.210333333333E+2
1.019354838710E+3	4.197000000000E+2
1.019401759531E+3	4.176666666667E+2
1.019448680352E+3	4.168666666667E+2
1.019495601173E+3	4.119333333333E+2
1.019542521994E+3	4.088333333333E+2
1.019589442815E+3	4.072000000000E+2
1.019636363636E+3	4.059666666667E+2
1.019683284457E+3	4.034000000000E+2
1.019730205279E+3	4.036000000000E+2
1.019777126100E+3	4.022000000000E+2
1.019824046921E+3	4.030666666667E+2
1.019870967742E+3	3.970333333333E+2
1.019917888563E+3	3.969666666667E+2
1.019964809384E+3	3.934666666667E+2
1.020011730205E+3	3.933333333333E+2
1.020058651026E+3	3.920333333333E+2
1.020105571848E+3	3.911000000000E+2
1.020152492669E+3	3.909666666667E+2
1.020199413490E+3	3.838000000000E+2
1.020246334311E+3	3.821333333333E+2
1.020293255132E+3	3.806666666667E+2
1.020340175953E+3	3.792666666667E+2
1.020387096774E+3	3.779333333333E+2
1.020434017595E+3	3.781666666667E+2
1.020480938416E+3	3.776666666667E+2
1.020527859238E+3	3.778666666667E+2
1.020574780059E+3	3.758000000000E+2
1.020621700880E+3	3.712666666667E+2
1.020668621701E+3	3.696333333333E+2
1.020715542522E+3	3.682666666667E+2
1.020762463343E+3	3.652000000000E+2
1.020809384164E+3	3.625666666667E+2
1.020856304985E+3	3.650000000000E+2
1.020903225806E+3	3.625333333333E+2
1.020950146628E+3	3.623333333333E+2
1.020997067449E+3	3.617666666667E+2
1.021043988270E+3	3.617000000000E+2
1.021090909091E+3	3.620333333333E+2
1.021137829912E+3	3.607666666667E+2
1.021184750733E+3	3.585333333333E+2
1.021231671554E+3	3.597000000000E+2
1.021278592375E+3	3.550333333333E+2
1.021325513196E+3	3.524666666667E+2
1.021372434018E+3	3.502333333333E+2
1.021419354839E+3	3.504000000000E+2
1.021466275660E+3	3.476333333333E+2
1.021513196481E+3	3.436000000000E+2
1.021560117302E+3	3.456000000000E+2
1.021607038123E+3	3.432333333333E+2
