Energy	0	0	0	0.002	0.002	0.002	0.002	4.563	0	0.00000	img_name	""	""	""	""	""
17.50000	0	0	0	0.002	0.002	0.002	0.002	4.563	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_001.TIF"	""	""	""	""	""
17.52500	0	0	0	0.002	0.002	0.002	0.002	4.563	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_002.TIF"	""	""	""	""	""
17.55000	0	0	0	0.002	0.002	0.002	0.002	4.563	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_003.TIF"	""	""	""	""	""
17.57500	0	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_004.TIF"	""	""	""	""	""
17.60000	0	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_005.TIF"	""	""	""	""	""
17.62500	0	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_006.TIF"	""	""	""	""	""
17.65000	0	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_007.TIF"	""	""	""	""	""
17.67500	0	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_008.TIF"	""	""	""	""	""
17.70000	0	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_009.TIF"	""	""	""	""	""
17.72500	0	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_010.TIF"	""	""	""	""	""
17.75000	0	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_011.TIF"	""	""	""	""	""
17.77500	0	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_012.TIF"	""	""	""	""	""
17.80000	3	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_013.TIF"	""	""	""	""	""
17.82500	0	0	0	0.002	0.002	0.002	0.002	4.564	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_014.TIF"	""	""	""	""	""
17.85000	0	0	0	0.002	0.002	0.002	0.002	4.565	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_015.TIF"	""	""	""	""	""
17.87500	0	0	0	0.002	0.002	0.002	0.002	4.565	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_016.TIF"	""	""	""	""	""
17.90000	0	0	0	0.002	0.002	0.002	0.002	4.565	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_017.TIF"	""	""	""	""	""
17.92500	0	0	0	0.002	0.002	0.002	0.002	4.565	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_018.TIF"	""	""	""	""	""
17.95000	0	0	0	0.002	0.002	0.002	0.002	4.565	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_019.TIF"	""	""	""	""	""
17.97500	0	0	0	0.002	0.002	0.002	0.002	4.565	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_020.TIF"	""	""	""	""	""
18.00000	0	0	0	0.002	0.002	0.002	0.002	4.565	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_021.TIF"	""	""	""	""	""
18.02500	0	0	0	0.002	0.002	0.002	0.002	4.565	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_022.TIF"	""	""	""	""	""
18.05000	2	0	0	0.002	0.002	0.002	0.002	4.565	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_023.TIF"	""	""	""	""	""
18.07500	0	0	0	0.002	0.002	0.002	0.002	4.565	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_024.TIF"	""	""	""	""	""
18.10000	0	0	0	0.002	0.002	0.002	0.002	4.566	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_025.TIF"	""	""	""	""	""
18.12500	0	0	0	0.002	0.002	0.002	0.002	4.566	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_026.TIF"	""	""	""	""	""
18.15000	0	0	0	0.002	0.002	0.002	0.002	4.566	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_027.TIF"	""	""	""	""	""
18.17500	0	0	0	0.002	0.002	0.002	0.002	4.566	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_028.TIF"	""	""	""	""	""
18.20000	0	0	0	0.002	0.002	0.002	0.002	4.566	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_029.TIF"	""	""	""	""	""
18.22500	0	0	0	0.002	0.002	0.002	0.002	4.566	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_030.TIF"	""	""	""	""	""
18.25000	0	0	0	0.002	0.002	0.002	0.002	4.566	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_031.TIF"	""	""	""	""	""
18.27500	0	0	0	0.002	0.002	0.002	0.002	4.566	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_032.TIF"	""	""	""	""	""
18.30000	0	0	0	0.002	0.002	0.002	0.002	4.566	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_033.TIF"	""	""	""	""	""
18.32500	0	0	0	0.002	0.002	0.002	0.002	4.566	0	0.00000	"08_k_PE50_FoV4c6_EScan_ap1750_HIS_Au111_AV_034.TIF"	""	""	""	""	""
